contentId,recommendedContentId,predicted_eventType
7943088471380012839,-3870325027932266414,1.9066956128976704
7943088471380012839,-6347212504547574224,1.8114444703362829
7943088471380012839,-3351652027149912881,1.7816593482787622
7943088471380012839,8215778202715904841,1.7161462852015394
7943088471380012839,-5198756378866433953,1.6996169812332025
1441248639512899483,-3870325027932266414,1.9066956128976704
1441248639512899483,-6347212504547574224,1.8114444703362829
1441248639512899483,-3351652027149912881,1.7816593482787622
1441248639512899483,8215778202715904841,1.7161462852015394
1441248639512899483,-5198756378866433953,1.6996169812332025
4306804750094230211,-3870325027932266414,1.9066956128976704
4306804750094230211,-6347212504547574224,1.8114444703362829
4306804750094230211,-3351652027149912881,1.7816593482787622
4306804750094230211,8215778202715904841,1.7161462852015394
4306804750094230211,-5198756378866433953,1.6996169812332025
-5924996404988010,-3870325027932266414,1.9066956128976704
-5924996404988010,-6347212504547574224,1.8114444703362829
-5924996404988010,-3351652027149912881,1.7816593482787622
-5924996404988010,8215778202715904841,1.7161462852015394
-5924996404988010,-5198756378866433953,1.6996169812332025
-4205346868684833897,-3870325027932266414,1.9066956128976704
-4205346868684833897,-6347212504547574224,1.8114444703362829
-4205346868684833897,-3351652027149912881,1.7816593482787622
-4205346868684833897,8215778202715904841,1.7161462852015394
-4205346868684833897,-5198756378866433953,1.6996169812332025
3492139128548911513,-3870325027932266414,1.9066956128976704
3492139128548911513,-6347212504547574224,1.8114444703362829
3492139128548911513,-3351652027149912881,1.7816593482787622
3492139128548911513,8215778202715904841,1.7161462852015394
3492139128548911513,-5198756378866433953,1.6996169812332025
4761910285123871012,-3870325027932266414,1.9066956128976704
4761910285123871012,-6347212504547574224,1.8114444703362829
4761910285123871012,-3351652027149912881,1.7816593482787622
4761910285123871012,8215778202715904841,1.7161462852015394
4761910285123871012,-5198756378866433953,1.6996169812332025
5688279681867464747,-3870325027932266414,1.9066956128976704
5688279681867464747,-6347212504547574224,1.8114444703362829
5688279681867464747,-3351652027149912881,1.7816593482787622
5688279681867464747,8215778202715904841,1.7161462852015394
5688279681867464747,-5198756378866433953,1.6996169812332025
-7681408188643141872,-3870325027932266414,1.9066956128976704
-7681408188643141872,-6347212504547574224,1.8114444703362829
-7681408188643141872,-3351652027149912881,1.7816593482787622
-7681408188643141872,8215778202715904841,1.7161462852015394
-7681408188643141872,-5198756378866433953,1.6996169812332025
-5799839529845993396,-3870325027932266414,1.9066956128976704
-5799839529845993396,-6347212504547574224,1.8114444703362829
-5799839529845993396,-3351652027149912881,1.7816593482787622
-5799839529845993396,8215778202715904841,1.7161462852015394
-5799839529845993396,-5198756378866433953,1.6996169812332025
-8497895589300643949,-3870325027932266414,1.9066956128976704
-8497895589300643949,-6347212504547574224,1.8114444703362829
-8497895589300643949,-3351652027149912881,1.7816593482787622
-8497895589300643949,8215778202715904841,1.7161462852015394
-8497895589300643949,-5198756378866433953,1.6996169812332025
-4095842175692097942,-3870325027932266414,1.9066956128976704
-4095842175692097942,-6347212504547574224,1.8114444703362829
-4095842175692097942,-3351652027149912881,1.7816593482787622
-4095842175692097942,8215778202715904841,1.7161462852015394
-4095842175692097942,-5198756378866433953,1.6996169812332025
-9073210245497295284,-3870325027932266414,1.9066956128976704
-9073210245497295284,-6347212504547574224,1.8114444703362829
-9073210245497295284,-3351652027149912881,1.7816593482787622
-9073210245497295284,8215778202715904841,1.7161462852015394
-9073210245497295284,-5198756378866433953,1.6996169812332025
-7331393944609614247,-3870325027932266414,1.9066956128976704
-7331393944609614247,-6347212504547574224,1.8114444703362829
-7331393944609614247,-3351652027149912881,1.7816593482787622
-7331393944609614247,8215778202715904841,1.7161462852015394
-7331393944609614247,-5198756378866433953,1.6996169812332025
-9192549002213406534,-3870325027932266414,1.9066956128976704
-9192549002213406534,-6347212504547574224,1.8114444703362829
-9192549002213406534,-3351652027149912881,1.7816593482787622
-9192549002213406534,8215778202715904841,1.7161462852015394
-9192549002213406534,-5198756378866433953,1.6996169812332025
-7613994611628693820,-3870325027932266414,1.9066956128976704
-7613994611628693820,-6347212504547574224,1.8114444703362829
-7613994611628693820,-3351652027149912881,1.7816593482787622
-7613994611628693820,8215778202715904841,1.7161462852015394
-7613994611628693820,-5198756378866433953,1.6996169812332025
-5636731245639685654,-3870325027932266414,1.9066956128976704
-5636731245639685654,-6347212504547574224,1.8114444703362829
-5636731245639685654,-3351652027149912881,1.7816593482787622
-5636731245639685654,8215778202715904841,1.7161462852015394
-5636731245639685654,-5198756378866433953,1.6996169812332025
7229629480273331039,-3870325027932266414,1.9066956128976704
7229629480273331039,-6347212504547574224,1.8114444703362829
7229629480273331039,-3351652027149912881,1.7816593482787622
7229629480273331039,8215778202715904841,1.7161462852015394
7229629480273331039,-5198756378866433953,1.6996169812332025
7620697593009487898,-3870325027932266414,1.9066956128976704
7620697593009487898,-6347212504547574224,1.8114444703362829
7620697593009487898,-3351652027149912881,1.7816593482787622
7620697593009487898,8215778202715904841,1.7161462852015394
7620697593009487898,-5198756378866433953,1.6996169812332025
-861913102049789637,-3870325027932266414,1.9066956128976704
-861913102049789637,-6347212504547574224,1.8114444703362829
-861913102049789637,-3351652027149912881,1.7816593482787622
-861913102049789637,8215778202715904841,1.7161462852015394
-861913102049789637,-5198756378866433953,1.6996169812332025
-8518096793350810174,-3870325027932266414,1.9066956128976704
-8518096793350810174,-6347212504547574224,1.8114444703362829
-8518096793350810174,-3351652027149912881,1.7816593482787622
-8518096793350810174,8215778202715904841,1.7161462852015394
-8518096793350810174,-5198756378866433953,1.6996169812332025
2048657552251060795,-3870325027932266414,1.9066956128976704
2048657552251060795,-6347212504547574224,1.8114444703362829
2048657552251060795,-3351652027149912881,1.7816593482787622
2048657552251060795,8215778202715904841,1.7161462852015394
2048657552251060795,-5198756378866433953,1.6996169812332025
3269302169678465882,-3870325027932266414,1.9066956128976704
3269302169678465882,-6347212504547574224,1.8114444703362829
3269302169678465882,-3351652027149912881,1.7816593482787622
3269302169678465882,8215778202715904841,1.7161462852015394
3269302169678465882,-5198756378866433953,1.6996169812332025
-4228415104574264137,-3870325027932266414,1.9066956128976704
-4228415104574264137,-6347212504547574224,1.8114444703362829
-4228415104574264137,-3351652027149912881,1.7816593482787622
-4228415104574264137,8215778202715904841,1.7161462852015394
-4228415104574264137,-5198756378866433953,1.6996169812332025
5206308811707978799,-3870325027932266414,1.9066956128976704
5206308811707978799,-6347212504547574224,1.8114444703362829
5206308811707978799,-3351652027149912881,1.7816593482787622
5206308811707978799,8215778202715904841,1.7161462852015394
5206308811707978799,-5198756378866433953,1.6996169812332025
-4070599188332885701,-3870325027932266414,1.9066956128976704
-4070599188332885701,-6347212504547574224,1.8114444703362829
-4070599188332885701,-3351652027149912881,1.7816593482787622
-4070599188332885701,8215778202715904841,1.7161462852015394
-4070599188332885701,-5198756378866433953,1.6996169812332025
5964888566269323942,-3870325027932266414,1.9066956128976704
5964888566269323942,-6347212504547574224,1.8114444703362829
5964888566269323942,-3351652027149912881,1.7816593482787622
5964888566269323942,8215778202715904841,1.7161462852015394
5964888566269323942,-5198756378866433953,1.6996169812332025
8657408509986329668,-3870325027932266414,1.9066956128976704
8657408509986329668,-6347212504547574224,1.8114444703362829
8657408509986329668,-3351652027149912881,1.7816593482787622
8657408509986329668,8215778202715904841,1.7161462852015394
8657408509986329668,-5198756378866433953,1.6996169812332025
3611701510490148233,-3870325027932266414,1.9066956128976704
3611701510490148233,-6347212504547574224,1.8114444703362829
3611701510490148233,-3351652027149912881,1.7816593482787622
3611701510490148233,8215778202715904841,1.7161462852015394
3611701510490148233,-5198756378866433953,1.6996169812332025
1415230502586719648,-3870325027932266414,1.9066956128976704
1415230502586719648,-6347212504547574224,1.8114444703362829
1415230502586719648,-3351652027149912881,1.7816593482787622
1415230502586719648,8215778202715904841,1.7161462852015394
1415230502586719648,-5198756378866433953,1.6996169812332025
-5997769775112032630,-3870325027932266414,1.9066956128976704
-5997769775112032630,-6347212504547574224,1.8114444703362829
-5997769775112032630,-3351652027149912881,1.7816593482787622
-5997769775112032630,8215778202715904841,1.7161462852015394
-5997769775112032630,-5198756378866433953,1.6996169812332025
-3027055440570405664,-3870325027932266414,1.9066956128976704
-3027055440570405664,-6347212504547574224,1.8114444703362829
-3027055440570405664,-3351652027149912881,1.7816593482787622
-3027055440570405664,8215778202715904841,1.7161462852015394
-3027055440570405664,-5198756378866433953,1.6996169812332025
-387651900461462767,-3870325027932266414,1.9066956128976704
-387651900461462767,-6347212504547574224,1.8114444703362829
-387651900461462767,-3351652027149912881,1.7816593482787622
-387651900461462767,8215778202715904841,1.7161462852015394
-387651900461462767,-5198756378866433953,1.6996169812332025
3818189513627822856,-3870325027932266414,1.9066956128976704
3818189513627822856,-6347212504547574224,1.8114444703362829
3818189513627822856,-3351652027149912881,1.7816593482787622
3818189513627822856,8215778202715904841,1.7161462852015394
3818189513627822856,-5198756378866433953,1.6996169812332025
-5148591903395022444,-3870325027932266414,1.9066956128976704
-5148591903395022444,-6347212504547574224,1.8114444703362829
-5148591903395022444,-3351652027149912881,1.7816593482787622
-5148591903395022444,8215778202715904841,1.7161462852015394
-5148591903395022444,-5198756378866433953,1.6996169812332025
2555983212310147009,-3870325027932266414,1.9066956128976704
2555983212310147009,-6347212504547574224,1.8114444703362829
2555983212310147009,-3351652027149912881,1.7816593482787622
2555983212310147009,8215778202715904841,1.7161462852015394
2555983212310147009,-5198756378866433953,1.6996169812332025
6437568358552101410,-3870325027932266414,1.9066956128976704
6437568358552101410,-6347212504547574224,1.8114444703362829
6437568358552101410,-3351652027149912881,1.7816593482787622
6437568358552101410,8215778202715904841,1.7161462852015394
6437568358552101410,-5198756378866433953,1.6996169812332025
-21036008762564671,-3870325027932266414,1.9066956128976704
-21036008762564671,-6347212504547574224,1.8114444703362829
-21036008762564671,-3351652027149912881,1.7816593482787622
-21036008762564671,8215778202715904841,1.7161462852015394
-21036008762564671,-5198756378866433953,1.6996169812332025
-5784991738549272379,-3870325027932266414,1.9066956128976704
-5784991738549272379,-6347212504547574224,1.8114444703362829
-5784991738549272379,-3351652027149912881,1.7816593482787622
-5784991738549272379,8215778202715904841,1.7161462852015394
-5784991738549272379,-5198756378866433953,1.6996169812332025
8396284143617057811,-3870325027932266414,1.9066956128976704
8396284143617057811,-6347212504547574224,1.8114444703362829
8396284143617057811,-3351652027149912881,1.7816593482787622
8396284143617057811,8215778202715904841,1.7161462852015394
8396284143617057811,-5198756378866433953,1.6996169812332025
2858969450431709251,-3870325027932266414,1.9066956128976704
2858969450431709251,-6347212504547574224,1.8114444703362829
2858969450431709251,-3351652027149912881,1.7816593482787622
2858969450431709251,8215778202715904841,1.7161462852015394
2858969450431709251,-5198756378866433953,1.6996169812332025
6583734846225935852,-3870325027932266414,1.9066956128976704
6583734846225935852,-6347212504547574224,1.8114444703362829
6583734846225935852,-3351652027149912881,1.7816593482787622
6583734846225935852,8215778202715904841,1.7161462852015394
6583734846225935852,-5198756378866433953,1.6996169812332025
809601605585939618,-3870325027932266414,1.9066956128976704
809601605585939618,-6347212504547574224,1.8114444703362829
809601605585939618,-3351652027149912881,1.7816593482787622
809601605585939618,8215778202715904841,1.7161462852015394
809601605585939618,-5198756378866433953,1.6996169812332025
-8773118241761372618,-3870325027932266414,1.9066956128976704
-8773118241761372618,-6347212504547574224,1.8114444703362829
-8773118241761372618,-3351652027149912881,1.7816593482787622
-8773118241761372618,8215778202715904841,1.7161462852015394
-8773118241761372618,-5198756378866433953,1.6996169812332025
-6133746337603876146,-3870325027932266414,1.9066956128976704
-6133746337603876146,-6347212504547574224,1.8114444703362829
-6133746337603876146,-3351652027149912881,1.7816593482787622
-6133746337603876146,8215778202715904841,1.7161462852015394
-6133746337603876146,-5198756378866433953,1.6996169812332025
-6255158415883847921,-3870325027932266414,1.9066956128976704
-6255158415883847921,-6347212504547574224,1.8114444703362829
-6255158415883847921,-3351652027149912881,1.7816593482787622
-6255158415883847921,8215778202715904841,1.7161462852015394
-6255158415883847921,-5198756378866433953,1.6996169812332025
-4089455027188314262,-3870325027932266414,1.9066956128976704
-4089455027188314262,-6347212504547574224,1.8114444703362829
-4089455027188314262,-3351652027149912881,1.7816593482787622
-4089455027188314262,8215778202715904841,1.7161462852015394
-4089455027188314262,-5198756378866433953,1.6996169812332025
3268064929368559554,-3870325027932266414,1.9066956128976704
3268064929368559554,-6347212504547574224,1.8114444703362829
3268064929368559554,-3351652027149912881,1.7816593482787622
3268064929368559554,8215778202715904841,1.7161462852015394
3268064929368559554,-5198756378866433953,1.6996169812332025
-1730766821655383888,-3870325027932266414,1.9066956128976704
-1730766821655383888,-6347212504547574224,1.8114444703362829
-1730766821655383888,-3351652027149912881,1.7816593482787622
-1730766821655383888,8215778202715904841,1.7161462852015394
-1730766821655383888,-5198756378866433953,1.6996169812332025
-4944551138301474550,-3870325027932266414,1.9066956128976704
-4944551138301474550,-6347212504547574224,1.8114444703362829
-4944551138301474550,-3351652027149912881,1.7816593482787622
-4944551138301474550,8215778202715904841,1.7161462852015394
-4944551138301474550,-5198756378866433953,1.6996169812332025
764116021156146784,-3870325027932266414,1.9066956128976704
764116021156146784,-6347212504547574224,1.8114444703362829
764116021156146784,-3351652027149912881,1.7816593482787622
764116021156146784,8215778202715904841,1.7161462852015394
764116021156146784,-5198756378866433953,1.6996169812332025
1738052593226421681,-3870325027932266414,1.9066956128976704
1738052593226421681,-6347212504547574224,1.8114444703362829
1738052593226421681,-3351652027149912881,1.7816593482787622
1738052593226421681,8215778202715904841,1.7161462852015394
1738052593226421681,-5198756378866433953,1.6996169812332025
300937643051923212,-3870325027932266414,1.9066956128976704
300937643051923212,-6347212504547574224,1.8114444703362829
300937643051923212,-3351652027149912881,1.7816593482787622
300937643051923212,8215778202715904841,1.7161462852015394
300937643051923212,-5198756378866433953,1.6996169812332025
-1981734999963962468,-3870325027932266414,1.9066956128976704
-1981734999963962468,-6347212504547574224,1.8114444703362829
-1981734999963962468,-3351652027149912881,1.7816593482787622
-1981734999963962468,8215778202715904841,1.7161462852015394
-1981734999963962468,-5198756378866433953,1.6996169812332025
5530820581773167955,-3870325027932266414,1.9066956128976704
5530820581773167955,-6347212504547574224,1.8114444703362829
5530820581773167955,-3351652027149912881,1.7816593482787622
5530820581773167955,8215778202715904841,1.7161462852015394
5530820581773167955,-5198756378866433953,1.6996169812332025
-5410531116380081703,-3870325027932266414,1.9066956128976704
-5410531116380081703,-6347212504547574224,1.8114444703362829
-5410531116380081703,-3351652027149912881,1.7816593482787622
-5410531116380081703,8215778202715904841,1.7161462852015394
-5410531116380081703,-5198756378866433953,1.6996169812332025
-2667874153709252756,-3870325027932266414,1.9066956128976704
-2667874153709252756,-6347212504547574224,1.8114444703362829
-2667874153709252756,-3351652027149912881,1.7816593482787622
-2667874153709252756,8215778202715904841,1.7161462852015394
-2667874153709252756,-5198756378866433953,1.6996169812332025
374352050712569304,-3870325027932266414,1.9066956128976704
374352050712569304,-6347212504547574224,1.8114444703362829
374352050712569304,-3351652027149912881,1.7816593482787622
374352050712569304,8215778202715904841,1.7161462852015394
374352050712569304,-5198756378866433953,1.6996169812332025
8712996026808754180,-3870325027932266414,1.9066956128976704
8712996026808754180,-6347212504547574224,1.8114444703362829
8712996026808754180,-3351652027149912881,1.7816593482787622
8712996026808754180,8215778202715904841,1.7161462852015394
8712996026808754180,-5198756378866433953,1.6996169812332025
7429409096643373334,-3870325027932266414,1.9066956128976704
7429409096643373334,-6347212504547574224,1.8114444703362829
7429409096643373334,-3351652027149912881,1.7816593482787622
7429409096643373334,8215778202715904841,1.7161462852015394
7429409096643373334,-5198756378866433953,1.6996169812332025
1854874463930846880,-3870325027932266414,1.9066956128976704
1854874463930846880,-6347212504547574224,1.8114444703362829
1854874463930846880,-3351652027149912881,1.7816593482787622
1854874463930846880,8215778202715904841,1.7161462852015394
1854874463930846880,-5198756378866433953,1.6996169812332025
-3581194288660477595,-3870325027932266414,1.9066956128976704
-3581194288660477595,-6347212504547574224,1.8114444703362829
-3581194288660477595,-3351652027149912881,1.7816593482787622
-3581194288660477595,8215778202715904841,1.7161462852015394
-3581194288660477595,-5198756378866433953,1.6996169812332025
-330801551666885085,-3870325027932266414,1.9066956128976704
-330801551666885085,-6347212504547574224,1.8114444703362829
-330801551666885085,-3351652027149912881,1.7816593482787622
-330801551666885085,8215778202715904841,1.7161462852015394
-330801551666885085,-5198756378866433953,1.6996169812332025
18930987176089166,-3870325027932266414,1.9066956128976704
18930987176089166,-6347212504547574224,1.8114444703362829
18930987176089166,-3351652027149912881,1.7816593482787622
18930987176089166,8215778202715904841,1.7161462852015394
18930987176089166,-5198756378866433953,1.6996169812332025
817145340976958200,-3870325027932266414,1.9066956128976704
817145340976958200,-6347212504547574224,1.8114444703362829
817145340976958200,-3351652027149912881,1.7816593482787622
817145340976958200,8215778202715904841,1.7161462852015394
817145340976958200,-5198756378866433953,1.6996169812332025
-5363263367015469934,-3870325027932266414,1.9066956128976704
-5363263367015469934,-6347212504547574224,1.8114444703362829
-5363263367015469934,-3351652027149912881,1.7816593482787622
-5363263367015469934,8215778202715904841,1.7161462852015394
-5363263367015469934,-5198756378866433953,1.6996169812332025
-9019233957195913605,-3870325027932266414,1.9066956128976704
-9019233957195913605,-6347212504547574224,1.8114444703362829
-9019233957195913605,-3351652027149912881,1.7816593482787622
-9019233957195913605,8215778202715904841,1.7161462852015394
-9019233957195913605,-5198756378866433953,1.6996169812332025
6062146090334604102,-3870325027932266414,1.9066956128976704
6062146090334604102,-6347212504547574224,1.8114444703362829
6062146090334604102,-3351652027149912881,1.7816593482787622
6062146090334604102,8215778202715904841,1.7161462852015394
6062146090334604102,-5198756378866433953,1.6996169812332025
-1556169727291354289,-3870325027932266414,1.9066956128976704
-1556169727291354289,-6347212504547574224,1.8114444703362829
-1556169727291354289,-3351652027149912881,1.7816593482787622
-1556169727291354289,8215778202715904841,1.7161462852015394
-1556169727291354289,-5198756378866433953,1.6996169812332025
9215261273565326920,-3870325027932266414,1.9066956128976704
9215261273565326920,-6347212504547574224,1.8114444703362829
9215261273565326920,-3351652027149912881,1.7816593482787622
9215261273565326920,8215778202715904841,1.7161462852015394
9215261273565326920,-5198756378866433953,1.6996169812332025
-1617279065634731389,-3870325027932266414,1.9066956128976704
-1617279065634731389,-6347212504547574224,1.8114444703362829
-1617279065634731389,-3351652027149912881,1.7816593482787622
-1617279065634731389,8215778202715904841,1.7161462852015394
-1617279065634731389,-5198756378866433953,1.6996169812332025
7943906961970828120,-3870325027932266414,1.9066956128976704
7943906961970828120,-6347212504547574224,1.8114444703362829
7943906961970828120,-3351652027149912881,1.7816593482787622
7943906961970828120,8215778202715904841,1.7161462852015394
7943906961970828120,-5198756378866433953,1.6996169812332025
-9160910454530522563,-3870325027932266414,1.9066956128976704
-9160910454530522563,-6347212504547574224,1.8114444703362829
-9160910454530522563,-3351652027149912881,1.7816593482787622
-9160910454530522563,8215778202715904841,1.7161462852015394
-9160910454530522563,-5198756378866433953,1.6996169812332025
-2382583983070627054,-3870325027932266414,1.9066956128976704
-2382583983070627054,-6347212504547574224,1.8114444703362829
-2382583983070627054,-3351652027149912881,1.7816593482787622
-2382583983070627054,8215778202715904841,1.7161462852015394
-2382583983070627054,-5198756378866433953,1.6996169812332025
1878784080584939832,-3870325027932266414,1.9066956128976704
1878784080584939832,-6347212504547574224,1.8114444703362829
1878784080584939832,-3351652027149912881,1.7816593482787622
1878784080584939832,8215778202715904841,1.7161462852015394
1878784080584939832,-5198756378866433953,1.6996169812332025
-4700714777342103147,-3870325027932266414,1.9066956128976704
-4700714777342103147,-6347212504547574224,1.8114444703362829
-4700714777342103147,-3351652027149912881,1.7816593482787622
-4700714777342103147,8215778202715904841,1.7161462852015394
-4700714777342103147,-5198756378866433953,1.6996169812332025
2134259819148812594,-3870325027932266414,1.9066956128976704
2134259819148812594,-6347212504547574224,1.8114444703362829
2134259819148812594,-3351652027149912881,1.7816593482787622
2134259819148812594,8215778202715904841,1.7161462852015394
2134259819148812594,-5198756378866433953,1.6996169812332025
-7463305179076477879,-3870325027932266414,1.9066956128976704
-7463305179076477879,-6347212504547574224,1.8114444703362829
-7463305179076477879,-3351652027149912881,1.7816593482787622
-7463305179076477879,8215778202715904841,1.7161462852015394
-7463305179076477879,-5198756378866433953,1.6996169812332025
2285214528595997209,-3870325027932266414,1.9066956128976704
2285214528595997209,-6347212504547574224,1.8114444703362829
2285214528595997209,-3351652027149912881,1.7816593482787622
2285214528595997209,8215778202715904841,1.7161462852015394
2285214528595997209,-5198756378866433953,1.6996169812332025
511891900317865118,-3870325027932266414,1.9066956128976704
511891900317865118,-6347212504547574224,1.8114444703362829
511891900317865118,-3351652027149912881,1.7816593482787622
511891900317865118,8215778202715904841,1.7161462852015394
511891900317865118,-5198756378866433953,1.6996169812332025
7395435905985567130,-3870325027932266414,1.9066956128976704
7395435905985567130,-6347212504547574224,1.8114444703362829
7395435905985567130,-3351652027149912881,1.7816593482787622
7395435905985567130,8215778202715904841,1.7161462852015394
7395435905985567130,-5198756378866433953,1.6996169812332025
-4386371945374980231,-3870325027932266414,1.9066956128976704
-4386371945374980231,-6347212504547574224,1.8114444703362829
-4386371945374980231,-3351652027149912881,1.7816593482787622
-4386371945374980231,8215778202715904841,1.7161462852015394
-4386371945374980231,-5198756378866433953,1.6996169812332025
2857117417189640073,-3870325027932266414,1.9066956128976704
2857117417189640073,-6347212504547574224,1.8114444703362829
2857117417189640073,-3351652027149912881,1.7816593482787622
2857117417189640073,8215778202715904841,1.7161462852015394
2857117417189640073,-5198756378866433953,1.6996169812332025
-3739000323288188282,-3870325027932266414,1.9066956128976704
-3739000323288188282,-6347212504547574224,1.8114444703362829
-3739000323288188282,-3351652027149912881,1.7816593482787622
-3739000323288188282,8215778202715904841,1.7161462852015394
-3739000323288188282,-5198756378866433953,1.6996169812332025
6044362651232258738,-3870325027932266414,1.9066956128976704
6044362651232258738,-6347212504547574224,1.8114444703362829
6044362651232258738,-3351652027149912881,1.7816593482787622
6044362651232258738,8215778202715904841,1.7161462852015394
6044362651232258738,-5198756378866433953,1.6996169812332025
1929674614667189969,-3870325027932266414,1.9066956128976704
1929674614667189969,-6347212504547574224,1.8114444703362829
1929674614667189969,-3351652027149912881,1.7816593482787622
1929674614667189969,8215778202715904841,1.7161462852015394
1929674614667189969,-5198756378866433953,1.6996169812332025
-3912939678517879962,-3870325027932266414,1.9066956128976704
-3912939678517879962,-6347212504547574224,1.8114444703362829
-3912939678517879962,-3351652027149912881,1.7816593482787622
-3912939678517879962,8215778202715904841,1.7161462852015394
-3912939678517879962,-5198756378866433953,1.6996169812332025
-8813724423497152538,-3870325027932266414,1.9066956128976704
-8813724423497152538,-6347212504547574224,1.8114444703362829
-8813724423497152538,-3351652027149912881,1.7816593482787622
-8813724423497152538,8215778202715904841,1.7161462852015394
-8813724423497152538,-5198756378866433953,1.6996169812332025
-730957269757756529,-3870325027932266414,1.9066956128976704
-730957269757756529,-6347212504547574224,1.8114444703362829
-730957269757756529,-3351652027149912881,1.7816593482787622
-730957269757756529,8215778202715904841,1.7161462852015394
-730957269757756529,-5198756378866433953,1.6996169812332025
-7876497512693688413,-3870325027932266414,1.9066956128976704
-7876497512693688413,-6347212504547574224,1.8114444703362829
-7876497512693688413,-3351652027149912881,1.7816593482787622
-7876497512693688413,8215778202715904841,1.7161462852015394
-7876497512693688413,-5198756378866433953,1.6996169812332025
1107739178195154647,-3870325027932266414,1.9066956128976704
1107739178195154647,-6347212504547574224,1.8114444703362829
1107739178195154647,-3351652027149912881,1.7816593482787622
1107739178195154647,8215778202715904841,1.7161462852015394
1107739178195154647,-5198756378866433953,1.6996169812332025
6369367631770966886,-3870325027932266414,1.9066956128976704
6369367631770966886,-6347212504547574224,1.8114444703362829
6369367631770966886,-3351652027149912881,1.7816593482787622
6369367631770966886,8215778202715904841,1.7161462852015394
6369367631770966886,-5198756378866433953,1.6996169812332025
-6603351162010419903,-3870325027932266414,1.9066956128976704
-6603351162010419903,-6347212504547574224,1.8114444703362829
-6603351162010419903,-3351652027149912881,1.7816593482787622
-6603351162010419903,8215778202715904841,1.7161462852015394
-6603351162010419903,-5198756378866433953,1.6996169812332025
-4754223659064624252,-3870325027932266414,1.9066956128976704
-4754223659064624252,-6347212504547574224,1.8114444703362829
-4754223659064624252,-3351652027149912881,1.7816593482787622
-4754223659064624252,8215778202715904841,1.7161462852015394
-4754223659064624252,-5198756378866433953,1.6996169812332025
-6457517220721978,-3870325027932266414,1.9066956128976704
-6457517220721978,-6347212504547574224,1.8114444703362829
-6457517220721978,-3351652027149912881,1.7816593482787622
-6457517220721978,8215778202715904841,1.7161462852015394
-6457517220721978,-5198756378866433953,1.6996169812332025
-5756697018315640725,-3870325027932266414,1.9066956128976704
-5756697018315640725,-6347212504547574224,1.8114444703362829
-5756697018315640725,-3351652027149912881,1.7816593482787622
-5756697018315640725,8215778202715904841,1.7161462852015394
-5756697018315640725,-5198756378866433953,1.6996169812332025
-6840859460575237450,-3870325027932266414,1.9066956128976704
-6840859460575237450,-6347212504547574224,1.8114444703362829
-6840859460575237450,-3351652027149912881,1.7816593482787622
-6840859460575237450,8215778202715904841,1.7161462852015394
-6840859460575237450,-5198756378866433953,1.6996169812332025
2888507406903473601,-3870325027932266414,1.9066956128976704
2888507406903473601,-6347212504547574224,1.8114444703362829
2888507406903473601,-3351652027149912881,1.7816593482787622
